,title,synopsis,category
10,작은 연못,한국전쟁 초      년  월  한반도 허리쯤 산골짜기 대문바위골  세상이 어떻게 돌아가는 지도 모른 채 전국노래자랑에 열을 올리는 짱이와 짱이 친구들  미군이 패하면서 전선은 읍내까지 내려오고 마을에 소개령이 내려진다  결국  주민들은 피난길에 오르는데   미군이 보호해 줄 것이라는 믿음으로  월 땡볕 아래 꾸역꾸역 남하하는 대문바위골 사람들  그러나 믿음과 달리 그들 머리 위로 폭탄이 떨어지고 방어진지에 있던 병사들은 이들을 향해 난사를 시작한다  마을 사람들은 도대체 총구가 왜 자기들에게 향하는지 이유도 모른 채 쓰러져간다  그리고 그 해 가을   아이들은 대문바위골로 돌아온다  해마다 가을이 돌아오듯  ,drama
11,더 배트맨(부가영상 제공),지난  년간 고담시의 어둠 속에서 범법자들을 응징하며 배트맨으로 살아온 브루스 웨인  알프레드와 제임스 고든 경위의 도움 아래  도시의 부패한 공직자들과 고위 관료들 사이에서 복수의 화신으로 활약한다  고담의 시장 선거를 앞두고 고담의 엘리트 집단을 목표로 잔악한 연쇄살인을 저지르는 수수께끼 킬러 리들러가 나타나자  최고의 탐정 브루스 웨인이 수사에 나서고 남겨진 단서를 풀어가며 캣우먼  펭귄  카마인 팔코네  리들러를 차례대로 만난다  사이코 범인의 미스터리를 수사하면서 그 모든 증거가 자신을 향한 의도적인 메시지였음을 깨닫고  리들러에게 농락 당한 배트맨은 광기에 사로잡 다  범인의 무자비한 계획을 막고 오랫동안 고담시를 썩게 만든 권력 부패의 고리를 끊어야 하지만  부모님의 죽음에 얽  진실이 밝혀지자 복수와 정의 사이에서 갈등한다  선과 악  빛과 어둠  영웅과 악당  정의와 복수   무엇을 선택할 것인가,drama
12,내 이름을 불러줘,차분하고 사색적인 성격의 열일곱살 소녀 올랴는 어릴 적 자신을 버린 아빠를 찾아가기 위한 여행을 결심한다  모스크바로부터 크리미아 해변의 낡은 집에 도착한 두 사람  올랴의 두려움과 망설임에  동행한 친구 사샤는 자신과 역할을 바꿀 것을 제안한다  바뀐 이름으로 아버지를 처음 만나는 두 소녀  그러나 이들의 장난은 모두의 삶을 완전  바꾸어 버리는 결과를 초래하는데      제   회 서울국제청소년영화제 ,drama
13,더 웨일,     의 거구로 세상을 거부한 채 살아가는 대학 강사  찰리 는 남은 시간이 얼마 없음을 느끼고 오랫동안 만나지 못한   대 딸  엘리 를 집으로 초대한다  그리고  매일 자신을 찾아와 에세이 한 편을 완성하면 전 재산을 주겠다고 제안한다 ,drama
14,악마는 프라다를 입는다,명문대학을 졸업한 소도시 출신의 앤드리아 삭스는 저널리스트 꿈을 안고 뉴욕에 상경한다  나름 대학에서 편집장도 하고 상도 받았던 그녀는 자신감에 차 뉴욕의 여러 언론사에 이력서를 넣지만 결과는 처참했다  결국 그의 이력서에 답한 곳은 오직 한 곳 런웨이 뿐이다  런웨이는 세계 최고의 패션지로 누구나 입사하기를 열망하는 곳이지만 앤드리아에게는 탐탁치 않는 자리  그도 그럴 것이 저널리스트를 꿈꾸는 그녀가 면접을 볼 자리는 편집장의 비서직이었던 것이다  앤드리아는 패션의  패 자도 모르고 런웨이가 어떤 잡지인지  그곳의 편집장이 얼마나 패션계에서 유명한 사람인지 전혀 모르지만 뉴욕에서 꼭 성공하겠다는 열정 하나로 당당하게 면접을 보러 간다  그런데     면접 날부터 앤드리아는 온갖 무시를 당한다  그녀의 옷차림새는 런웨이의 패셔너블한 패셔니스타들 사이에서 독보적으로 눈에 띌 만큼 촌스러웠다  그리고 그녀가 모셔야    할 편집장 미란다 프리슬리는 그야말로 지옥에서 온 악마 같은 상사  자신과 너무나 틀린 이곳에 입사하는 것을 포기한 앤드리아  그런데 그때 그녀는 합격했다는 말을 듣는다  앤드리아는 온통 첫 직장생활의 꿈에 부풀어 남자친구 네이트와 친구들에게 일장 자랑을 늘어놓는다  하지만 지옥 같은 현실이 곧 그녀 앞에 놓여있었으니  출근 첫날부터 긴급비상사태로 새벽부터 불려가더니 매일이 새벽을 넘기는 야근의 연속  여기에   시간 울려대는 핸드폰과 매일 강도가 더해져가는 미란다의 불가능한 지시는 앤드리아를 조여오기 시작한다  그뿐인가  다른 런웨이 직원들처럼 패션업계 사람답게 패션과 다이어트에도 온통 신경을 써야 한다    사이즈가   사이즈가 되기란 하늘의 별따기만큼 어려운 일  하지만 앤드리아는 본래의 꿈인 뉴요커지의 저널리스트가 되기 위해 런웨이에서  년을 버티기로 결심한다  상상할 수도 없는 상사의 요구와 여자들의 끊임없는 암투에도 불구하고 패션계에서 살아남는 법을 터득하기 시작한 앤드리아는 점차 미란다의 마음을 사는데 성공하고 촌스럽고 뚱뚱한 모습에서 세련된 패션스타일로 무장한 매력적인 커리어우먼으로 변신한다  하지만 워커홀릭과 화려한 패션계에 빠져 예전의 모습을 찾을 수 없는 앤드리아가 어색해진 남자친구 네이트는 급기야 이별을 통고하고 그녀가 평소 존경해오던 작가인 크리스찬은 은근슬쩍 그녀를 유혹하기 시작하는데  과연 앤드리아는 자신의 꿈을 이루고 일과 사랑 모두를 잡아낼 수 있을까 ,drama
15,NULL,NULL,drama
16,낫아웃,기적이 일어났고  끝까지 가고 싶었다   특별할 것 없던 열아홉 고교 야구 입시생  광호 는 봉황대기 결승전 결승타의 주인공이 된다  잘 될 것 같았던 신인 드래프트에서 탈락한  광호    야구를 계속하기 위해서는 돈이 필요하다고 생각한  광호 는 친구에게 불법 휘발유를 파는 일을 소개받아 악착같이 돈을 모으기 시작한다   하지만 뭐하나 뜻대로 되지 않자  결국  광호 는 친구에게 위험한 제안을 하는데  ,drama
17,아무도 모른다,가을  도쿄의 한 작은 아파트에 네 남매와 젊은 엄마가 이사를 온다  집주인에게는 식구가 적은 척 해야 하기 때문에 엄마와   살 장남 아키라는 몰래 동생들을 짐 속에 숨겨 들여온다  엄마는 아이가 넷이나 딸린 싱글맘이라는 것이 발각되면 아파트에서 쫓겨날 것이 분명하기 때문에 아이들에게 시끄러운 소리를 내지 말 것  밖에 나가지 말 것 등등의 규칙을 정한다  또 이 철없어 보이는 엄마는 아이들 심지어 네 아이들 모두 아버지가 다르다 을 학교에 보내지도 않는다  집안에서만 갇  듯 살아가지만 아이들은 엄마와 행복한 보금자리를 꾸려간다  어느 날  엄마는 아키라에게 동생들을 부탁한다는 쪽지와 약간의 돈을 남기고 사라져버린다  그리고 이제부터 아무도 모르게 네 남매 스스로 살아가기 위한 세상에서 가장 슬픈 모험이 시작된다  겨울  엄마가 사라진 지 한 달이 지났어도 여전  네 아이들은 집안의 특별한 규칙을 지키며 지내고 있다  어느 날  아무렇지않게 엄마는 선물을 사 들고 불쑥 나타난다  하지만 머무는 것도 잠시  그녀는 서둘러 짐을 챙겨가지고 크리스마스 전에 돌아오겠다는 약속을 하고 집을 나서지만 역시 돌아오지 않는다  섣달 그믐까지도 엄마가 돌아오지 않자  아키라는 엄마가 보내온 편지 주소의 전화번호를 알아내어 전화를 걸지만  엄마의 성이 바뀐 것을 알고는 전화를 끊어버린다  엄마가 자신들을 버렸다는 것을 깨닫지만 동생들에게는 이 사실을 숨긴다  봄  엄마가 보내온 돈도 바닥나고 편지도 끊기고  밀린 세금 영수증들이 쌓이기 시작한다  네 남매가 더 굳게 뭉쳐야 한다고 느낀 아키라는 더욱 적극적으로 동생들을 돌본다  네 아이들은 처음으로 함께 밖에 나가 편의점에서 가장 좋아하는 것을 사고 공원에서 놀며 즐거운 시간을 갖는다  여름  이제 아이들은 매일매일 공원을 찾는다  집에는 전기도 수도도 모두 끊겼기 때문에 공원에서 머리를 감고 빨래를 한다  그리고 거기에는 언제나 학교를 빼먹고 벤치에 않아있는 소녀 사키가 있다  학교에서 따돌림을 당하고 있는 그녀는 아키라와 친해지고 네 남매의 친구가 된다  아키라는 동생들을 굶기지 않고 보호하기 위해 발버둥을 치지만 결국 절망적인 사건을 맞이하게 되는데 ,drama
18,다음 소희,나 이제 사무직 여직원이다   춤을 좋아하는 씩씩한 열여덟 고등학생 소희  졸업을 앞두고 현장실습을 나가게 되면서 점차 변하기 시작한다    막을 수 있었잖아  근데 왜 보고만 있었냐고  오랜만에 복직한 형사 유진  사건을 조사하던 중  새로운 사실을 발견하고 그 자취를 쫓는다   같은 공간 다른 시간  언젠가 마주쳤던 두 사람의 이야기  우리는 모두 그 애를 만난 적이 있다 ,drama
19,해리 포터와 마법사의 돌(1편),해리 포터 다니엘 래드클리프 분 는 위압적인 버논 숙부 리챠드 그리피스 분 와 냉담한 이모 페투니아  피오나 쇼 분   욕심 많고 버릇없는 사촌 더즐리 해리 멜링 분  밑에서 갖은 구박을 견디며 계단 밑 벽장에서 생활한다  이모네 식구들 역시 해리와의 동거가 불편하기는 마찬가지  이모 페투니아에겐 해리가 이상한    언니 부부에 관한 기억을 떠올리게 만드는 달갑지 않은 존재다    살 생일이 며칠 앞으로 다가왔지만 한번도 생일파티를 치르거나 제대로 된 생일선물을 받아 본 적이 없는 해리로서는 특별  신날 것도 기대 할 것도 없다    살 생일을 며칠 앞둔 어느 날 해리에게 초록색 잉크로 쓰여진 한 통의 편지가 배달된다  그 편지의 내용은 다름 아닌 해리의   살 생일을 맞이하여 전설적인 호그와트 마법학교 에서 보낸 입학초대장이었다  그리고 해리의 생일을 축하하러 온 거인 해그리드는 해리가 모르고 있었던 해리의 진정한 정체를 알려주는데  그것은 바로 해리가 굉장한 능력을 지닌 마법사라는 것  해리는 해그리드의 지시대로 자신을 구박하던 이모네 집을 주저없이 떠나 호그와트행   을 택한다  런던의 킹스크로스 역에 있는 비밀의  와     승장장에서 호그와트 특급열차를 탄 해리는 열차 안에서 같은 호그와트 마법학교 입학생인 헤르미온느 그레인저 엠마 왓슨 분 와 론 위즐리  루퍼트 그린트 분 를 만나 친구가 된다  이들과 함께 호그와트에 입학한 해리는  놀라운 모험의 세계를 경험하며 갖가지 신기한 마법들을 배워 나간다  또한 빗자루를 타고 공중을 날아다니며 경기하는 스릴 만점의 퀴디치 게임에서 스타로 탄생하게 되며  용 머리가 셋 달린 개 유니콘 켄타우루스  포그리프 말 몸에 독수리 머리와 날개를 가진 괴물 등 신비한 동물들과 마주치며 모험을 즐긴다  그러던 어느 날 해리는 호그와트 지하실에  영원한 생을 가져다주는 마법사의 돌 이 비밀리에 보관되어 있다는 것을 알게되고  해리의 부모님을 죽인 볼드모트가 그 돌을 노린다는 사실도 알게 된다  볼드모트는 바로 해리를 죽이려다 실패하고 이마에 번개모양의 흉터를 남긴 장본인이다  해리는 볼드모트로부터 마법의 돌과 호그와트 마법학교를 지키기 위해 필사의 노력을 하는데   ,drama
20,비포 선라이즈,소르본느 대학생인 셀린느         줄리 델피 분 는 부다페스트에 사는 할머니를 만나고  가을 학기 개강에 맞춰 빠리로 돌아가는 길이다  셀린느는 옆자리의 독일인 부부가 시끄럽게 말다툼하는 소리를 피해 뒷자석으로 자리를 옮기는데  거기서 제시        에단 호크 분 라는 미국인 청년과 우연  얘기를 나누게 된다  제시는 마드리드에 유학온 여자 친구를 만나려고 유럽에 왔다가 오 려 실연의 상처만 안고  다음날 떠나는 미국행 비행기를 타기위해 비엔나로 가고 있는 중이다  아직도 꿈꾸는 소년같은 제시와 감수성이 풍부한 셀린느는 몇마디 이야기하지 않은 사이에 서로에게 친밀감을 느낀다  짧은 시간동안 자신들이 갖고 있는 많은 생각들을 주고 받는 사이가 되어 어느덧 비엔나 역에 도착한다  헤어짐을 아쉬워하던 제시는 셀린느에게 같이 내릴 것을 제의하고  셀린느는 제시와 함께 비엔나에서 하루를 보내기로 마음먹는다  예기치 못한 만남과 단 하룻밤의 동행에서 두 사람은 서로가 가지고 있는 사랑과 실연의 아픔  결혼과 인생의 의미  죽음 등에 대해 진지한 얘기를 나누며  젊은이 다운 열정과 순수함으로 풋풋한 사랑에 빠지게 된다  밤새 비엔나 거리를 돌아 다니는 사이  제시는 미국으로 셀린느는 빠리로 떠나야할 날이 밝아온다  너무나 우연하고 짧은 만남 속에서 싹튼 사랑의 감정에 확신을 못하며 주저하는 두사람  그들은 서로에 대한 절실한 감정을 이성의 밑바닥에 꼭꼭 숨긴 채 이별을 준비하는데 ,drama
21,NULL,NULL,drama
22,진짜로 일어날지도 몰라 기적,나는 엄마랑 할아버지랑 할머니랑 삽니다  동생 류랑 아빠는 저기 멀리서 따로 삽니다  엄마랑 아빠랑 맨날 싸우더니  이런 꼴이 될 줄 알았습니다  나의 소원은 우리 가족들이 다시 함께 사는 것입니다  그러려면 저기 저 위에 있는 화산이 폭발해서 아빠랑 류가 있는 곳으로 이사를 가면 됩니다  형은 화산이 꼭 폭발하게 해달라고 매일매일 기도하는데 철부지 내 동생은 가면라이더가 되고 싶다고나 하고  정말 어린이 같은 소원입니다  그런데  친구들이 하는 말이 새로 생기는 고속열차가 반대편에서 서로 달려오다가 스쳐 지나가는 순간에  기적 이 일어난다는 것입니다  아싸  그럼 거길 가서 소원을 빌면 되겠네  그래서 좋아하는 선생님이랑 결혼하고 싶은 친구랑  야구선수가 되고 싶다는 친구랑 거길 가려고요  동생도 오라고 해서 나랑 같은 소원을 빌라고 해야겠어요  난  우리 가족이 꼭 같이 살았으면 좋겠거든요 ,drama
23,NULL,NULL,drama
24,겨울왕국(패키지상품 : 더빙판 추가증정),서로가 최고의 친구였던 자매  엘사 와  안나   하지만 언니  엘사 에게는 하나뿐인 동생에게조차 말 못할 비밀이 있다  모든 것을 얼려버리는 신비로운  이 바로 그것   엘사 는 통제할 수 없는 자신의  이 두려워 왕국을 떠나고  얼어버린 왕국의 저주를 풀기 위해  안나 는 언니를 찾아 환상적인 여정을 떠나는데  ,drama
25,도쿄 타워,좀처럼 정착하지 못하는 아버지를 떠나 홀몸으로 나 오다기리 죠 를 키운 엄마 키키 키린   남들과 다를 바 없지만 어쩐지 조금 더 애틋한 모자지간이다  갑자기 미술공부를 하겠다고 떠난 나에게 엄마는 지극한 응원을 보내지만  처음의 원대한 꿈과는 달리 나는 빈둥거리다 졸업도 하지 못하고 빚만 쌓여간다  나이가 들수록 나는 그렇게 싫어했던 지독하리만큼 책임감 없는 아버지와 점점 닮아가고 있었다  돈이 없어 친구들은 모두 떠나고 집세가 밀려 이곳저곳을 전전하는 질 낮은 자유를 즐기던 나  어느 날 날아온 엄마의 암 투병 소식은 나를 조금씩 변화시킨다  일러스트레이터로서 자리가 잡 자  나는 엄마와 도쿄에서 함께 살 결심을 하고  친구들 북적이는 집에서 그들만의 소박한 행복이 시작된다  하지만 엄마의 암이 재발되고 그들의 일상에도 끝이 보이기 시작하는데  ,drama
26,스위치,캐스팅  순위 천만배우이자 자타공인 최고의 스캔들 메이커  박강   화려한 싱글 라이프를 만끽하고 있지만  정작 크리스마스이브에 끌어안을 것이라고는 연말 시상식 트로피뿐  유일한 친구이자 뒤처리 전문 매니저  조윤 을 붙잡아 거하게 한잔하고 택시를 잡아탄다   다음날 아침  낯선 집에서 깨어난  박강 에게 생전 처음 보는 꼬맹이 둘이 안겨오고  성공을 위해 이별했던 첫사랑  수현 이 잔소리를 폭격하며 등짝 스매싱을 날리는 것이 아닌가  게다가 매니저  조윤 이 천만배우가 되어 그가 있어야 할 톱스타의 자리를 꿰차고 있는데  이게 무슨 황당한 시추에이션       도 뒤집어진 인생에 속이 뒤집어지는  박강 은 불현듯  지난밤 택시 기사가 무심코 건넨 한마디가 떠오르는데    만약에 선택을 바꿀 기회가 생긴다면  어떻게 하시겠어요  ,drama
27,NULL,NULL,drama
28,"나, 다니엘 블레이크",평생을 성실하게 목수로 살아가던 다니엘은 지병인 심장병이 악화되어 일을 계속 해나갈 수 없는 상황이 된다  다니엘은 실업급여를 받기 위해 찾아간 관공서에서 복잡하고 관료적인 절차 때문에 번번  좌절한다  그러던 어느 날 다니엘은 두 아이와 함께 런던에서 이주한 싱글맘 케이티를 만나 도움을 주게되고  서로를 의지하게 되는데   ,drama
29,"다만, 널 사랑하고 있어", 년의 세월이 흘렀다  갑자기 떠난 시즈루 미야자키 아오이    년 후 그녀에게서 온 편지를 들고 마코토 타마키  로시 는 크리스마스로 들뜬 뉴욕으로 왔다  그러나 그를 보러 온 건 미유키 쿠로키 메이사 였다  과연 그녀에겐 무슨 일이 있는 것일까   년 전  대학 입학식 날  번잡한 횡단보도를 건너려는 시즈루와 마주친 마코토   여기선 건널 수 없으니까 저쪽에서 건너는 게 좋을 거야  마코토는 조금은 별난 행동을 하는 그녀를 향해 셔터를 누른다  둘 만의 숲  늘 약 냄새가 난다고 생각하는 마코토  냄새를 잘 못 맡는 시즈루  둘은 친구가 되고  매일 캠퍼스 뒷 숲에서 사진을 찍는다  그러나 시즈루를 여자로 보지 않는 마코토는 퀸카 미유키를 짝사랑하고 있다  시즈루는 성숙한 여자가 되기로 결심한다   앞으로 성장해 마코토가 놀랄 정도로 괜찮은 여자가 될 거야  그 때 후회해도 몰라   생일 선물   생일선물로 나와 키스해 줄래  콘테스트 사진 모델로 말이야   시즈루의 엉뚱한 부탁으로 첫 키스를 하게 되는 두 사람  시즈루는 혼자 말하듯 내뱉는다   마코토 방금 전 그 때  조금은 사랑이 있었을까  그 날 밤 그녀는  안녕  그 동안 고마웠어  란 짧은 메모만 남기고 사라져 버린다 ,drama
